,Name,Price,Location,Year,Mileage,Fuel_Type,Engine_Capacity,Transmission
19986,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
19987,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
19988,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
19989,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
19990,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
19991,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
19992,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
19993,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
19994,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
19995,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
19996,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
19997,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
19998,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
19999,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
20000,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
20001,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
20002,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
20003,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
20004,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
20005,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
20006,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
20007,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
20008,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
20009,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
20010,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
20011,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
20012,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
20013,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
20014,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
20015,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
20016,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
20017,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
20018,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
20019,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
20020,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
20021,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
20022,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
20023,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
20024,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
20025,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
20026,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
20027,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
20028,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
20029,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
20030,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
20031,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
20032,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
20033,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
20034,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
20035,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
20036,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
20037,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
20038,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
20039,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
20040,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
20041,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
20042,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
20043,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
20044,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
20045,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
20046,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
20047,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
20048,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
20049,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
20050,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
20051,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
20052,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
20053,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
20054,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
20055,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
20056,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
20057,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
20058,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
20059,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
20060,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
20061,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
20062,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
20063,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
20064,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
20065,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
20066,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
20067,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
20068,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
20069,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
20070,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
20071,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
20072,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
20073,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
20074,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
20075,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
20076,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
20077,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
20078,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
20079,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
20080,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
20081,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
20082,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
20083,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
20084,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
20085,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
20086,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
20087,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
20088,Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 31 lacs,Lahore,2013,"121,000 km",Petrol,1300 cc,Automatic
20089,Toyota Yaris Sedan  2021 ATIV CVT 1.3 for Sale,PKR 39 lacs,Karachi,2021,"40,800 km",Petrol,1300 cc,Automatic
20090,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,PKR 25 lacs,Nowshera,2010,"150,000 km",Petrol,1300 cc,Manual
20091,Suzuki Alto  2018 Works Edition for Sale,PKR 19.65 lacs,Lahore,2018,"33,000 km",Petrol,658 cc,Automatic
20092,Suzuki Bolan  2009 GL for Sale,PKR 7.1 lacs,Karachi,2009,"250,000 km",Petrol,800 cc,Manual
20093,Daihatsu Mira  2021 X SA lll for Sale,PKR 34 lacs,Karachi,2021,"11,000 km",Petrol,660 cc,Automatic
20094,Suzuki Mehran  2013 VX Euro II for Sale,PKR 10.8 lacs,Rawalpindi,2013,"54,000 km",Petrol,796 cc,Manual
20095,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44 lacs,Islamabad,2020,"77,000 km",Petrol,1500 cc,Automatic
20096,Suzuki Cultus  2006 VXR (CNG) for Sale,PKR 9.8 lacs,Attock,2006,"77,000 km",Petrol,1000 cc,Manual
20097,Toyota Corolla  2022 Altis 1.6 X CVT-i for Sale,PKR 58.5 lacs,Lahore,2022,"69,000 km",Petrol,1600 cc,Automatic
20098,Honda Vezel  2015 Hybrid Z for Sale,PKR 61.5 lacs,Islamabad,2015,"127,724 km",Hybrid,1500 cc,Automatic
20099,Honda N Wgn  2022 Custom for Sale,PKR 37.49 lacs,Islamabad,2022,"47,807 km",Petrol,660 cc,Automatic
20100,Hyundai Elantra  2024 GLS for Sale,PKR 69.9 lacs,Karachi,2024,"11,000 km",Petrol,2000 cc,Automatic
20101,Toyota Vitz  2004 FL 1.0 for Sale,PKR 18.5 lacs,Lahore,2004,"195,000 km",Petrol,1000 cc,Automatic
20102,Daihatsu Mira  2022 G SA III for Sale,Call,Karachi,2022,"6,300 km",Petrol,660 cc,Automatic
20103,Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26 lacs,Islamabad,2012,"216,050 km",Petrol,1300 cc,Manual
20104,Daihatsu Move  2014 Custom X for Sale,PKR 25.5 lacs,Rawalpindi,2014,"174,511 km",Petrol,660 cc,Automatic
20105,Daihatsu Rocky  2019 1.0 R TC for Sale,PKR 51.5 lacs,Islamabad,2019,"83,685 km",Petrol,1000 cc,Automatic
20106,Suzuki Mehran  2010 VXR for Sale,PKR 7 lacs,Rawalpindi,2010,"73,964 km",Petrol,800 cc,Manual
20107,Isuzu D-Max  2022 V-Cross Automatic 3.0 for Sale,PKR 1.06 crore,Islamabad,2022,"23,969 km",Diesel,3000 cc,Automatic
20108,Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,PKR 40 lacs,Rawalpindi,2009,"83,621 km",Petrol,1800 cc,Manual
20109,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,PKR 42 lacs,Islamabad,2015,"201,534 km",Petrol,1800 cc,Automatic
20110,Haval H6  2024 HEV for Sale,PKR 1.2 crore,Islamabad,2024,"29,264 km",Hybrid,1500 cc,Automatic
20111,Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 49.99 lacs,Rawalpindi,2015,"172,822 km",Hybrid,1500 cc,Automatic
20112,Toyota Yaris Hatchback  2022  for Sale,PKR 42.85 lacs,Karachi,2022,"75,000 km",Petrol,1000 cc,Automatic
